"tconst"	"titleType"	"primaryTitle"	"originalTitle"	"isAdult"	"startYear"	"endYear"	"runtimeMinutes"	"genres"	"averageRating"	"numVotes"
"57657"	"tt0058745"	"movie"	"Where Love Has Gone"	"Where Love Has Gone"	0	1964	"\N"	"114"	"Drama"	6.6	1150
"57663"	"tt0058751"	"movie"	"Winnetou: The Red Gentleman"	"Winnetou - 2. Teil"	0	1964	"\N"	"94"	"Adventure,Western"	6.6	2557
"57666"	"tt0058754"	"movie"	"Woman of Straw"	"Woman of Straw"	0	1964	"\N"	"122"	"Crime,Drama,Thriller"	6.7	1413
"57668"	"tt0058756"	"movie"	"The World of Henry Orient"	"The World of Henry Orient"	0	1964	"\N"	"106"	"Comedy,Drama"	6.8	2948
"57689"	"tt0058777"	"movie"	"Zulu"	"Zulu"	0	1964	"\N"	"138"	"Drama,History,War"	7.8	33102
"57798"	"tt0058886"	"movie"	"The Agony and the Ecstasy"	"The Agony and the Ecstasy"	0	1965	"\N"	"138"	"Biography,Drama,History"	7.2	5875
"57800"	"tt0058888"	"movie"	"Red Beard"	"Akahige"	0	1965	"\N"	"185"	"Drama"	8.3	14165
"57810"	"tt0058898"	"movie"	"Alphaville"	"Alphaville, une étrange aventure de Lemmy Caution"	0	1965	"\N"	"99"	"Drama,Mystery,Sci-Fi"	7.2	20217
"57821"	"tt0058909"	"movie"	"Angelique and the King"	"Angélique et le roy"	0	1966	"\N"	"100"	"Adventure,History,Romance"	6.8	1309
"57837"	"tt0058926"	"movie"	"Att angöra en brygga"	"Att angöra en brygga"	0	1965	"\N"	"101"	"Comedy,Drama,Romance"	7	1978
"57840"	"tt0058930"	"movie"	"Baby the Rain Must Fall"	"Baby the Rain Must Fall"	0	1965	"\N"	"100"	"Drama"	6.4	1314
"57856"	"tt0058946"	"movie"	"The Battle of Algiers"	"La battaglia di Algeri"	0	1966	"\N"	"121"	"Drama,War"	8.1	46801
"57857"	"tt0058947"	"movie"	"Battle of the Bulge"	"Battle of the Bulge"	0	1965	"\N"	"167"	"Drama,History,War"	6.8	13284
"57863"	"tt0058953"	"movie"	"Beach Blanket Bingo"	"Beach Blanket Bingo"	0	1965	"\N"	"98"	"Comedy,Musical,Romance"	5.7	2182
"57872"	"tt0058962"	"movie"	"The Bedford Incident"	"The Bedford Incident"	0	1965	"\N"	"102"	"Drama,Thriller"	7.4	4160
"57890"	"tt0058981"	"movie"	"Boeing, Boeing"	"Boeing, Boeing"	0	1965	"\N"	"102"	"Comedy"	6.4	2381
"57894"	"tt0058985"	"movie"	"Le Bonheur"	"Le bonheur"	0	1965	"\N"	"79"	"Drama,Romance"	7.7	3760
"57906"	"tt0058997"	"movie"	"Bunny Lake Is Missing"	"Bunny Lake Is Missing"	0	1965	"\N"	"107"	"Mystery,Thriller"	7.3	6585
"57921"	"tt0059012"	"movie"	"Chimes at Midnight"	"Campanadas a medianoche"	0	1965	"\N"	"113"	"Comedy,Drama,History"	7.9	6723
"57923"	"tt0059014"	"movie"	"Carry On Cowboy"	"Carry On Cowboy"	0	1965	"\N"	"93"	"Comedy,Western"	6.2	2365
"57926"	"tt0059017"	"movie"	"Cat Ballou"	"Cat Ballou"	0	1965	"\N"	"97"	"Comedy,Romance,Western"	6.9	12205
"57946"	"tt0059037"	"movie"	"The Cincinnati Kid"	"The Cincinnati Kid"	0	1965	"\N"	"102"	"Drama"	7.3	13625
"57952"	"tt0059043"	"movie"	"The Collector"	"The Collector"	0	1965	"\N"	"119"	"Drama,Thriller"	7.6	8517
"57953"	"tt0059044"	"movie"	"Color Me Blood Red"	"Color Me Blood Red"	0	1965	"\N"	"79"	"Comedy,Horror"	5.3	1278
"57958"	"tt0059049"	"movie"	"Don Camillo in Moscow"	"Il compagno Don Camillo"	0	1965	"\N"	"93"	"Comedy"	7	1548
"57959"	"tt0059050"	"movie"	"Compartiment tueurs"	"Compartiment tueurs"	0	1965	"\N"	"95"	"Crime,Drama,Mystery"	7.4	1193
"57974"	"tt0059065"	"movie"	"Crack in the World"	"Crack in the World"	0	1965	"\N"	"96"	"Sci-Fi"	6.1	1865
"57985"	"tt0059076"	"movie"	"Curse of the Fly"	"Curse of the Fly"	0	1965	"\N"	"86"	"Drama,Horror,Mystery"	5.3	1418
"57988"	"tt0059079"	"movie"	"Come Drink with Me"	"Da zui xia"	0	1966	"\N"	"91"	"Action,Crime"	7	3236
"57993"	"tt0059084"	"movie"	"Darling"	"Darling"	0	1965	"\N"	"128"	"Drama,Romance"	7.2	5198
"58003"	"tt0059094"	"movie"	"Dear Brigitte"	"Dear Brigitte"	0	1965	"\N"	"100"	"Comedy,Family"	6.3	1137
"58004"	"tt0059095"	"movie"	"The 10th Victim"	"La decima vittima"	0	1965	"\N"	"92"	"Action,Sci-Fi"	6.7	3096
"58015"	"tt0059106"	"movie"	"Die! Die! My Darling!"	"Fanatic"	0	1965	"\N"	"97"	"Horror,Thriller"	6.4	1888
"58021"	"tt0059112"	"movie"	"Do Not Disturb"	"Do Not Disturb"	0	1965	"\N"	"102"	"Comedy,Romance"	6	1358
"58022"	"tt0059113"	"movie"	"Doctor Zhivago"	"Doctor Zhivago"	0	1965	"\N"	"197"	"Drama,Romance,War"	8	64076
"58033"	"tt0059124"	"movie"	"Dr. Goldfoot and the Bikini Machine"	"Dr. Goldfoot and the Bikini Machine"	0	1965	"\N"	"88"	"Comedy,Sci-Fi"	5.1	1837
"58034"	"tt0059125"	"movie"	"Dr. Terror's House of Horrors"	"Dr. Terror's House of Horrors"	0	1965	"\N"	"98"	"Horror"	6.8	4303
"58035"	"tt0059126"	"movie"	"Dr. Who and the Daleks"	"Dr. Who and the Daleks"	0	1965	"\N"	"82"	"Adventure,Family,Sci-Fi"	5.7	3386
"58036"	"tt0059127"	"movie"	"Dracula: Prince of Darkness"	"Dracula: Prince of Darkness"	0	1966	"\N"	"90"	"Horror"	6.8	7964
"58066"	"tt0059159"	"movie"	"Pleasures of the Flesh"	"Etsuraku"	0	1965	"\N"	"104"	"Crime,Drama"	7	1340
"58067"	"tt0059160"	"movie"	"Eva"	"Eva"	0	1962	"\N"	"116"	"Drama,Romance"	6.6	1005
"58069"	"tt0059162"	"movie"	"The Face of Fu Manchu"	"The Face of Fu Manchu"	0	1965	"\N"	"89"	"Action,Crime,Drama"	5.9	1270
"58073"	"tt0059166"	"movie"	"The Family Jewels"	"The Family Jewels"	0	1965	"\N"	"99"	"Comedy"	6.3	1837
"58075"	"tt0059168"	"movie"	"Fantomas Unleashed"	"Fantômas se déchaîne"	0	1965	"\N"	"94"	"Adventure,Comedy,Crime"	6.9	5602
"58077"	"tt0059170"	"movie"	"Faster, Pussycat! Kill! Kill!"	"Faster, Pussycat! Kill! Kill!"	0	1965	"\N"	"83"	"Action,Comedy"	6.8	12566
"58090"	"tt0059183"	"movie"	"The Flight of the Phoenix"	"The Flight of the Phoenix"	0	1965	"\N"	"142"	"Adventure,Drama"	7.6	17493
"58111"	"tt0059205"	"movie"	"Frankenstein Conquers the World"	"Furankenshutain tai chitei kaijû Baragon"	0	1965	"\N"	"90"	"Horror,Sci-Fi"	5	1539
"58125"	"tt0059219"	"movie"	"Genghis Khan"	"Genghis Khan"	0	1965	"\N"	"120"	"Adventure,Drama,History"	6	1802
"58127"	"tt0059221"	"movie"	"The Ghost and Mr. Chicken"	"The Ghost and Mr. Chicken"	0	1966	"\N"	"90"	"Comedy,Family,Mystery"	7.3	5176
"58130"	"tt0059224"	"movie"	"Girl Happy"	"Girl Happy"	0	1965	"\N"	"96"	"Comedy,Musical,Romance"	6.4	1888
"58135"	"tt0059229"	"movie"	"Juliet of the Spirits"	"Giulietta degli spiriti"	0	1965	"\N"	"137"	"Comedy,Drama,Fantasy"	7.6	10188
"58148"	"tt0059243"	"movie"	"The Great Race"	"The Great Race"	0	1965	"\N"	"160"	"Action,Adventure,Comedy"	7.3	14671
"58150"	"tt0059245"	"movie"	"The Greatest Story Ever Told"	"The Greatest Story Ever Told"	0	1965	"\N"	"225"	"Biography,Drama,History"	6.6	7855
"58151"	"tt0059246"	"movie"	"Guide"	"Guide"	0	1965	"\N"	"183"	"Drama,Musical,Romance"	8.5	6306
"58155"	"tt0059250"	"movie"	"The Hallelujah Trail"	"The Hallelujah Trail"	0	1965	"\N"	"165"	"Comedy,Western"	6.7	3080
"58165"	"tt0059260"	"movie"	"Help!"	"Help!"	0	1965	"\N"	"92"	"Adventure,Comedy,Musical"	7.3	15756
"58168"	"tt0059263"	"movie"	"The Heroes of Telemark"	"The Heroes of Telemark"	0	1965	"\N"	"131"	"Action,Drama,History"	6.5	5833
"58174"	"tt0059269"	"movie"	"A High Wind in Jamaica"	"A High Wind in Jamaica"	0	1965	"\N"	"103"	"Adventure,Drama"	6.8	1655
"58179"	"tt0059274"	"movie"	"The Hill"	"The Hill"	0	1965	"\N"	"123"	"Drama,War"	7.9	10956
"58202"	"tt0059297"	"movie"	"I Saw What You Did"	"I Saw What You Did"	0	1965	"\N"	"82"	"Comedy,Horror,Thriller"	6.3	2307
"58208"	"tt0059303"	"movie"	"Samurai Spy"	"Ibun Sarutobi Sasuke"	0	1965	"\N"	"100"	"Action,Drama"	7.1	1391
"58214"	"tt0059309"	"movie"	"In Harm's Way"	"In Harm's Way"	0	1965	"\N"	"165"	"Drama,War"	7.3	7292
"58216"	"tt0059311"	"movie"	"Incubus"	"Incubus"	0	1966	"\N"	"78"	"Horror"	6.2	1660
"58219"	"tt0059314"	"movie"	"Inside Daisy Clover"	"Inside Daisy Clover"	0	1965	"\N"	"128"	"Drama,Music,Romance"	6.3	2890
"58224"	"tt0059319"	"movie"	"The Ipcress File"	"The Ipcress File"	0	1965	"\N"	"109"	"Thriller"	7.3	12429
"58251"	"tt0059346"	"movie"	"Invasion of Astro-Monster"	"Kaijû daisensô"	0	1965	"\N"	"94"	"Action,Adventure,Sci-Fi"	6.4	4101
"58253"	"tt0059348"	"movie"	"The Coward"	"Kapurush"	0	1965	"\N"	"70"	"Drama,Romance"	7.8	1091
"58263"	"tt0059358"	"movie"	"King Rat"	"King Rat"	0	1965	"\N"	"134"	"Drama,War"	7.5	3673
"58266"	"tt0059362"	"movie"	"The Knack... and How to Get It"	"The Knack ...and How to Get It"	0	1965	"\N"	"85"	"Comedy"	6.7	2560
"58302"	"tt0059399"	"movie"	"Lord Jim"	"Lord Jim"	0	1965	"\N"	"154"	"Adventure,Drama,Romance"	6.8	3218
"58313"	"tt0059410"	"movie"	"The Loved One"	"The Loved One"	0	1965	"\N"	"122"	"Comedy"	7.2	3049
"58318"	"tt0059415"	"movie"	"Loves of a Blonde"	"Lásky jedné plavovlásky"	0	1965	"\N"	"90"	"Comedy,Drama,Romance"	7.7	6490
"58321"	"tt0059418"	"movie"	"Major Dundee"	"Major Dundee"	0	1965	"\N"	"123"	"Adventure,War,Western"	6.8	6312
"58341"	"tt0059440"	"movie"	"At Midnight I'll Take Your Soul"	"À Meia Noite Levarei Sua Alma"	0	1964	"\N"	"84"	"Horror"	7	2522
"58348"	"tt0059447"	"movie"	"Mickey One"	"Mickey One"	0	1965	"\N"	"93"	"Crime,Drama"	6.5	1235
"58349"	"tt0059448"	"movie"	"Mirage"	"Mirage"	0	1965	"\N"	"108"	"Mystery,Thriller"	7.4	3758
"58366"	"tt0059465"	"movie"	"Die, Monster, Die!"	"Die, Monster, Die!"	0	1965	"\N"	"80"	"Horror,Mystery,Sci-Fi"	5.6	2468
"58371"	"tt0059470"	"movie"	"Morituri"	"Morituri"	0	1965	"\N"	"123"	"Action,Drama,Thriller"	7	2989
"58375"	"tt0059474"	"movie"	"Motorpsycho!"	"Motorpsycho!"	0	1965	"\N"	"74"	"Action,Thriller"	5.9	1246
"58378"	"tt0059477"	"movie"	"Mudhoney"	"Mudhoney"	0	1965	"\N"	"92"	"Drama"	6.4	1113
"58396"	"tt0059496"	"movie"	"The Nanny"	"The Nanny"	0	1965	"\N"	"91"	"Thriller"	7.3	4714
"58418"	"tt0059518"	"movie"	"None But the Brave"	"None But the Brave"	0	1965	"\N"	"106"	"Drama,War"	6.5	1460
"58427"	"tt0059527"	"movie"	"The Shop on Main Street"	"Obchod na korze"	0	1965	"\N"	"128"	"Drama,War"	8.1	7106
"58429"	"tt0059529"	"movie"	"Trumps Over Violence"	"Obyknovennyy fashizm"	0	1965	"\N"	"138"	"Documentary,History,War"	8.3	1306
"58438"	"tt0059538"	"movie"	"Old Surehand"	"Old Surehand"	0	1965	"\N"	"90"	"Adventure,Western"	5.9	1153
"58440"	"tt0059540"	"movie"	"Once a Thief"	"Once a Thief"	0	1965	"\N"	"107"	"Crime,Drama,Thriller"	6.7	1040
"58449"	"tt0059549"	"movie"	"Operation Crossbow"	"Operation Crossbow"	0	1965	"\N"	"115"	"Action,Drama,War"	6.6	3781
"58450"	"tt0059550"	"movie"	"Operation 'Y' & Other Shurik's Adventures"	"Operatsiya 'Y' i drugie priklyucheniya Shurika"	0	1965	"\N"	"95"	"Comedy,Crime,Romance"	8.6	10281
"58453"	"tt0059555"	"movie"	"Othello"	"Othello"	0	1965	"\N"	"165"	"Drama"	7.3	1235
"58455"	"tt0059557"	"movie"	"Our Man Flint"	"Our Man Flint"	0	1966	"\N"	"108"	"Action,Adventure,Comedy"	6.5	5458
"58461"	"tt0059563"	"movie"	"Paradise, Hawaiian Style"	"Paradise, Hawaiian Style"	0	1966	"\N"	"91"	"Comedy,Musical"	5.6	1648
"58471"	"tt0059573"	"movie"	"A Patch of Blue"	"A Patch of Blue"	0	1965	"\N"	"105"	"Drama,Romance"	8	6473
"58473"	"tt0059575"	"movie"	"The Pawnbroker"	"The Pawnbroker"	0	1964	"\N"	"116"	"Drama"	7.8	7226
"58475"	"tt0059578"	"movie"	"For a Few Dollars More"	"Per qualche dollaro in più"	0	1965	"\N"	"132"	"Western"	8.3	203076
"58488"	"tt0059592"	"movie"	"Pierrot le Fou"	"Pierrot le fou"	0	1965	"\N"	"110"	"Crime,Drama,Romance"	7.7	24900
"58497"	"tt0059601"	"movie"	"A Pistol for Ringo"	"Una pistola per Ringo"	0	1965	"\N"	"98"	"Action,Drama,Western"	6.6	1241
"58511"	"tt0059616"	"movie"	"The Trial of Joan of Arc"	"Procès de Jeanne d'Arc"	0	1962	"\N"	"65"	"Drama,History"	7.6	3659
"58514"	"tt0059619"	"movie"	"Fists in the Pocket"	"I pugni in tasca"	0	1965	"\N"	"105"	"Drama"	7.9	3254
"58530"	"tt0059635"	"movie"	"Rasputin: The Mad Monk"	"Rasputin: The Mad Monk"	0	1966	"\N"	"91"	"Biography,Drama,Horror"	6.3	2318
"58538"	"tt0059643"	"movie"	"The Saragossa Manuscript"	"Rekopis znaleziony w Saragossie"	0	1965	"\N"	"182"	"Adventure,Comedy,Drama"	8	4265
"58541"	"tt0059646"	"movie"	"Repulsion"	"Repulsion"	0	1965	"\N"	"105"	"Drama,Horror,Thriller"	7.8	43302
"58548"	"tt0059653"	"movie"	"Ride in the Whirlwind"	"Ride in the Whirlwind"	0	1966	"\N"	"82"	"Western"	6.5	2726
"58556"	"tt0059661"	"movie"	"The Rounders"	"The Rounders"	0	1965	"\N"	"85"	"Comedy,Western"	6.3	1358
"58568"	"tt0059673"	"movie"	"Samurai Assassin"	"Samurai"	0	1965	"\N"	"122"	"Action,Adventure,Drama"	7.6	1729
"58569"	"tt0059674"	"movie"	"The Sandpiper"	"The Sandpiper"	0	1965	"\N"	"117"	"Drama"	6.3	2590
"58570"	"tt0059675"	"movie"	"Sands of the Kalahari"	"Sands of the Kalahari"	0	1965	"\N"	"119"	"Adventure,Crime,Drama"	7	1039
"58572"	"tt0059678"	"movie"	"The Satan Bug"	"The Satan Bug"	0	1965	"\N"	"114"	"Crime,Mystery,Sci-Fi"	6.2	1991
"58602"	"tt0059710"	"movie"	"She"	"She"	0	1965	"\N"	"106"	"Adventure,Fantasy"	5.8	2597
"58603"	"tt0059711"	"movie"	"Shenandoah"	"Shenandoah"	0	1965	"\N"	"105"	"Drama,War,Western"	7.4	7225
"58604"	"tt0059712"	"movie"	"Ship of Fools"	"Ship of Fools"	0	1965	"\N"	"149"	"Drama,Romance,War"	7.2	4638
"58607"	"tt0059715"	"movie"	"Story of a Prostitute"	"Shunpu den"	0	1965	"\N"	"96"	"Drama,Romance,War"	7.4	1124
"58619"	"tt0059727"	"movie"	"The Skull"	"The Skull"	0	1965	"\N"	"83"	"Horror,Thriller"	6.4	2095
"58621"	"tt0059729"	"movie"	"The Slender Thread"	"The Slender Thread"	0	1965	"\N"	"98"	"Drama"	7	1499
"58631"	"tt0059740"	"movie"	"The Sons of Katie Elder"	"The Sons of Katie Elder"	0	1965	"\N"	"122"	"Western"	7.2	12820
"58633"	"tt0059742"	"movie"	"The Sound of Music"	"The Sound of Music"	0	1965	"\N"	"172"	"Biography,Drama,Family"	8	181281
"58638"	"tt0059749"	"movie"	"The Spy Who Came In from the Cold"	"The Spy Who Came In from the Cold"	0	1965	"\N"	"112"	"Drama,Thriller"	7.7	12991
"58653"	"tt0059764"	"movie"	"A Study in Terror"	"A Study in Terror"	0	1965	"\N"	"95"	"Crime,Mystery,Thriller"	6.6	1507
"58664"	"tt0059776"	"movie"	"The Round-Up"	"Szegénylegények"	0	1966	"\N"	"90"	"Drama,History,War"	7.8	2193
"58680"	"tt0059792"	"movie"	"Planet of the Vampires"	"Terrore nello spazio"	0	1965	"\N"	"88"	"Horror,Sci-Fi"	6.3	4560
"58681"	"tt0059793"	"movie"	"That Darn Cat!"	"That Darn Cat!"	0	1965	"\N"	"116"	"Comedy,Crime,Family"	6.7	4996
"58685"	"tt0059797"	"movie"	"Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes"	"Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes"	0	1965	"\N"	"138"	"Adventure,Comedy,Family"	7	6772
"58686"	"tt0059798"	"movie"	"A Thousand Clowns"	"A Thousand Clowns"	0	1965	"\N"	"118"	"Comedy,Drama,Romance"	7.5	2964
"58688"	"tt0059800"	"movie"	"Thunderball"	"Thunderball"	0	1965	"\N"	"130"	"Action,Adventure,Thriller"	7	94873
"58699"	"tt0059812"	"movie"	"The Corporal and Others"	"A tizedes meg a többiek"	0	1965	"\N"	"111"	"Comedy,War"	8.6	1841
"58704"	"tt0059817"	"movie"	"Tokyo Olympiad"	"Tôkyô orinpikku"	0	1965	"\N"	"170"	"Documentary,Sport"	8	1348
"58708"	"tt0059821"	"movie"	"The Tomb of Ligeia"	"The Tomb of Ligeia"	0	1964	"\N"	"81"	"Drama,Horror,Thriller"	6.6	4691
"58712"	"tt0059825"	"movie"	"The Train"	"The Train"	0	1964	"\N"	"133"	"Thriller,War"	7.9	12354
"58718"	"tt0059831"	"movie"	"Up to His Ears"	"Les tribulations d'un Chinois en Chine"	0	1965	"\N"	"104"	"Adventure,Comedy"	6.4	1522
"58741"	"tt0059855"	"movie"	"Havoc in Heaven"	"Da nao tian gong"	0	1963	"\N"	"114"	"Action,Adventure,Animation"	8.2	1450
"58742"	"tt0059856"	"movie"	"Sandra"	"Vaghe stelle dell'Orsa..."	0	1965	"\N"	"105"	"Drama,Mystery,War"	7.3	1467
"58770"	"tt0059885"	"movie"	"Von Ryan's Express"	"Von Ryan's Express"	0	1965	"\N"	"117"	"Action,Adventure,War"	7.1	11674
"58780"	"tt0059895"	"movie"	"City in the Sea"	"War-Gods of the Deep"	0	1965	"\N"	"84"	"Adventure,Fantasy,Sci-Fi"	5.4	1671
"58781"	"tt0059896"	"movie"	"The War Lord"	"The War Lord"	0	1965	"\N"	"123"	"Drama,History"	6.8	2669
"58788"	"tt0059903"	"movie"	"What's New Pussycat"	"What's New Pussycat"	0	1965	"\N"	"108"	"Comedy"	6.2	8871
"58800"	"tt0059915"	"movie"	"Winnetou: The Last Shot"	"Winnetou - 3. Teil"	0	1965	"\N"	"93"	"Action,Adventure,Western"	6.7	2045
"58811"	"tt0059927"	"movie"	"The Yellow Rolls-Royce"	"The Yellow Rolls-Royce"	0	1964	"\N"	"122"	"Comedy,Drama,Romance"	6.6	2851
"58818"	"tt0059934"	"movie"	"Yoyo"	"Yoyo"	0	1965	"\N"	"92"	"Comedy,Drama,Family"	7.6	1122
"58826"	"tt0059942"	"movie"	"Zatoichi and the Chess Expert"	"Zatôichi jigoku tabi"	0	1965	"\N"	"87"	"Action,Adventure,Drama"	7.5	1048
"58840"	"tt0059956"	"movie"	"Viva Maria!"	"Viva Maria!"	0	1965	"\N"	"120"	"Adventure,Comedy,Romance"	6.4	2979
"58842"	"tt0059958"	"movie"	"The Oil Prince"	"Der Ölprinz"	0	1965	"\N"	"89"	"Adventure,Western"	5.9	1077
"58932"	"tt0060050"	"movie"	"7 Women"	"7 Women"	0	1966	"\N"	"87"	"Drama"	6.9	1828
"58955"	"tt0060073"	"movie"	"Africa: Blood and Guts"	"Africa addio"	0	1966	"\N"	"140"	"Documentary"	7.1	1133
"58966"	"tt0060086"	"movie"	"Alfie"	"Alfie"	0	1966	"\N"	"114"	"Comedy,Drama"	7.1	12319
"58974"	"tt0060094"	"movie"	"The Alphabet Murders"	"The Alphabet Murders"	0	1965	"\N"	"90"	"Comedy,Crime,Mystery"	5.5	1207
"58975"	"tt0060095"	"movie"	"Alvarez Kelly"	"Alvarez Kelly"	0	1966	"\N"	"116"	"Western"	6.4	1893
"58977"	"tt0060097"	"movie"	"Nightmare Castle"	"Amanti d'oltretomba"	0	1965	"\N"	"105"	"Horror"	5.7	1957
"58987"	"tt0060107"	"movie"	"Andrei Rublev"	"Andrey Rublev"	0	1966	"\N"	"205"	"Biography,Drama,History"	8.2	38304
"59000"	"tt0060120"	"movie"	"The Appaloosa"	"The Appaloosa"	0	1966	"\N"	"98"	"Western"	6.4	2613
"59001"	"tt0060121"	"movie"	"Arabesque"	"Arabesque"	0	1966	"\N"	"105"	"Action,Adventure,Crime"	6.5	5638
"59005"	"tt0060125"	"movie"	"For Love and Gold"	"L'armata Brancaleone"	0	1966	"\N"	"120"	"Adventure,Comedy,History"	7.9	3825
"59018"	"tt0060138"	"movie"	"Au Hasard Balthazar"	"Au hasard Balthazar"	0	1966	"\N"	"95"	"Drama"	7.9	15099
"59023"	"tt0060143"	"movie"	"Texas, Adios"	"Texas, addio"	0	1966	"\N"	"93"	"Action,Western"	6.2	1179
"59033"	"tt0060153"	"movie"	"Batman: The Movie"	"Batman: The Movie"	0	1966	"\N"	"105"	"Adventure,Comedy,Crime"	6.5	27397
"59041"	"tt0060161"	"movie"	"Beware of the Car"	"Beregis avtomobilya"	0	1966	"\N"	"94"	"Comedy,Crime,Romance"	8.2	3986
"59044"	"tt0060164"	"movie"	"The Bible: In the Beginning..."	"The Bible: In the Beginning..."	0	1966	"\N"	"174"	"Drama"	6.3	4267
"59045"	"tt0060165"	"movie"	"A Big Hand for the Little Lady"	"A Big Hand for the Little Lady"	0	1966	"\N"	"95"	"Comedy,Western"	7.4	3555
"59056"	"tt0060176"	"movie"	"Blow-Up"	"Blowup"	0	1966	"\N"	"111"	"Drama,Mystery,Thriller"	7.6	50355
"59057"	"tt0060177"	"movie"	"The Blue Max"	"The Blue Max"	0	1966	"\N"	"156"	"Action,Drama,Romance"	7.1	5858
"59062"	"tt0060182"	"movie"	"Born Free"	"Born Free"	0	1966	"\N"	"95"	"Adventure,Drama,Family"	7.3	5428
"59075"	"tt0060196"	"movie"	"The Good, the Bad and the Ugly"	"Il buono, il brutto, il cattivo"	0	1966	"\N"	"161"	"Western"	8.9	615773
"59079"	"tt0060200"	"movie"	"After the Fox"	"Caccia alla volpe"	0	1966	"\N"	"103"	"Comedy,Crime"	6.5	3298
"59093"	"tt0060214"	"movie"	"Carry On Screaming!"	"Carry On Screaming!"	0	1966	"\N"	"97"	"Comedy,Horror"	6.9	3932
"59097"	"tt0060218"	"movie"	"Cast a Giant Shadow"	"Cast a Giant Shadow"	0	1966	"\N"	"146"	"Adventure,Drama,History"	6.4	2492
"59102"	"tt0060223"	"movie"	"The Hunt"	"La caza"	0	1966	"\N"	"91"	"Drama,Thriller"	7.7	1402
"59111"	"tt0060232"	"movie"	"The Chase"	"The Chase"	0	1966	"\N"	"134"	"Crime,Drama,Thriller"	7.3	9079
"59139"	"tt0060261"	"movie"	"The Cruel Ones"	"I crudeli"	0	1967	"\N"	"90"	"Action,Adventure,Drama"	6.8	1024
"59144"	"tt0060268"	"movie"	"Cul-De-Sac"	"Cul-de-sac"	0	1966	"\N"	"113"	"Comedy,Drama,Thriller"	7.2	10226
"59152"	"tt0060277"	"movie"	"The Sword of Doom"	"Dai-bosatsu tôge"	0	1966	"\N"	"120"	"Action,Drama"	8	8264
"59153"	"tt0060278"	"movie"	"Daleks' Invasion Earth 2150 A.D."	"Daleks' Invasion Earth 2150 A.D."	0	1966	"\N"	"84"	"Family,Sci-Fi"	6.1	2872
"59163"	"tt0060288"	"movie"	"Deadlier Than the Male"	"Deadlier Than the Male"	0	1967	"\N"	"101"	"Adventure,Crime,Drama"	6.4	1151
"59179"	"tt0060304"	"movie"	"2 or 3 Things I Know About Her"	"2 ou 3 choses que je sais d'elle"	0	1967	"\N"	"87"	"Comedy,Drama"	6.9	5753
"59180"	"tt0060305"	"movie"	"Le Deuxième Souffle"	"Le deuxième souffle"	0	1966	"\N"	"150"	"Crime,Drama"	8	4558
"59182"	"tt0060307"	"movie"	"The Witches"	"The Witches"	0	1966	"\N"	"90"	"Horror"	5.9	2166
"59190"	"tt0060315"	"movie"	"Django"	"Django"	0	1966	"\N"	"91"	"Action,Western"	7.3	21966
"59205"	"tt0060330"	"movie"	"Don't Lose Your Head"	"Don't Lose Your Head"	0	1967	"\N"	"90"	"Action,Adventure,Comedy"	6.6	2192
"59228"	"tt0060355"	"movie"	"Duel at Diablo"	"Duel at Diablo"	0	1966	"\N"	"103"	"Western"	6.7	2520
"59243"	"tt0060371"	"movie"	"The Endless Summer"	"The Endless Summer"	0	1966	"\N"	"95"	"Documentary,Sport"	7.8	4615
"59251"	"tt0060380"	"movie"	"Esta Noite Encarnarei no Teu Cadáver"	"Esta Noite Encarnarei no Teu Cadáver"	0	1967	"\N"	"108"	"Horror"	7.1	1470
"59261"	"tt0060390"	"movie"	"Fahrenheit 451"	"Fahrenheit 451"	0	1966	"\N"	"112"	"Drama,Sci-Fi"	7.3	38219
"59266"	"tt0060395"	"movie"	"The Family Way"	"The Family Way"	0	1966	"\N"	"115"	"Comedy,Drama,Romance"	7.4	1144
"59268"	"tt0060397"	"movie"	"Fantastic Voyage"	"Fantastic Voyage"	0	1966	"\N"	"100"	"Adventure,Family,Sci-Fi"	6.8	15618
"59271"	"tt0060400"	"movie"	"Fantomas vs. Scotland Yard"	"Fantômas contre Scotland Yard"	0	1967	"\N"	"104"	"Adventure,Comedy,Crime"	6.8	5339
"59272"	"tt0060401"	"movie"	"Pharaoh"	"Faraon"	0	1966	"\N"	"180"	"Drama"	7.6	1464
"59284"	"tt0060414"	"movie"	"A Fine Madness"	"A Fine Madness"	0	1966	"\N"	"104"	"Comedy,Drama,Romance"	5.8	1029
"59290"	"tt0060420"	"movie"	"Follow Me, Boys!"	"Follow Me, Boys!"	0	1966	"\N"	"131"	"Drama,Family"	7.2	1932
"59294"	"tt0060424"	"movie"	"The Fortune Cookie"	"The Fortune Cookie"	0	1966	"\N"	"125"	"Comedy,Romance"	7.4	11248
"59299"	"tt0060429"	"movie"	"Frankie and Johnny"	"Frankie and Johnny"	0	1966	"\N"	"87"	"Comedy,Musical,Romance"	5.7	1573
"59307"	"tt0060437"	"movie"	"Funeral in Berlin"	"Funeral in Berlin"	0	1966	"\N"	"102"	"Thriller"	6.9	4832
